industry,region,company_size,company_revenue,contact_role,seniority,lead_source,opportunity_created,demo_completed,expected_acv,inbound_touches,outbound_touches,touches_week_1,touches_last_7_days,days_since_first_touch,web_sessions,sales_activities,days_since_last_touch,acquisition_wave,converted
professional_services,UK,200-499,$10M-$50M,it_director,individual_contributor,sdr_outbound,0,0,55000.0,0,5,5,0,20.0,,0,15.0,B,0
healthcare_non_clinical,UK,500-999,$10M-$50M,vp_finance,manager,partner_referral,1,0,55000.0,0,22,8,3,20.0,5,3,4.0,A,1
manufacturing,US,1000-1999,$200M+,it_director,individual_contributor,partner_referral,0,0,117644.0,0,3,3,0,20.0,2,0,19.0,C,0
manufacturing,UK,200-499,$10M-$50M,it_director,manager,inbound_marketing,1,0,26072.0,17,0,5,7,19.0,5,1,0.0,C,0
manufacturing,UK,200-499,$50M-$200M,ap_manager,manager,sdr_outbound,0,0,85000.0,0,2,2,0,20.0,1,0,19.0,A,0
professional_services,UK,2000+,$1M-$10M,ap_manager,manager,partner_referral,1,0,25000.0,0,13,7,3,20.0,4,2,1.0,A,0
manufacturing,UK,200-499,$10M-$50M,procurement_manager,manager,sdr_outbound,0,0,55000.0,0,19,6,8,19.0,3,2,0.0,C,0
professional_services,UK,1000-1999,$1M-$10M,ap_manager,manager,inbound_marketing,1,1,94071.0,12,0,8,3,20.0,4,4,0.0,C,0
professional_services,UK,200-499,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,1,1,0,20.0,0,0,20.0,A,0
professional_services,UK,500-999,$50M-$200M,procurement_manager,manager,inbound_marketing,1,0,85000.0,14,0,6,5,19.0,3,3,0.0,A,0
manufacturing,US,500-999,$10M-$50M,vp_finance,director,partner_referral,0,0,55000.0,0,18,10,4,19.0,3,4,0.0,A,1
logistics,UK,2000+,$1M-$10M,it_director,manager,sdr_outbound,1,1,25000.0,0,15,6,2,20.0,4,1,2.0,C,0
manufacturing,UK,2000+,$50M-$200M,procurement_manager,director,sdr_outbound,1,0,85000.0,0,22,15,2,20.0,8,1,1.0,A,1
logistics,US,500-999,$200M+,it_director,director,inbound_marketing,0,0,116178.0,7,0,7,0,19.0,2,1,15.0,B,0
professional_services,UK,2000+,$10M-$50M,vp_finance,vp,inbound_marketing,0,0,55000.0,18,0,9,4,20.0,4,4,1.0,A,0
professional_services,US,2000+,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,5,0,5,0,18.0,2,0,15.0,C,0
healthcare_non_clinical,UK,200-499,$200M+,procurement_manager,individual_contributor,sdr_outbound,1,1,48078.0,0,24,10,5,20.0,3,5,0.0,C,0
healthcare_non_clinical,UK,200-499,$50M-$200M,procurement_manager,c_suite,inbound_marketing,0,0,85000.0,10,0,10,0,20.0,2,0,18.0,A,0
manufacturing,UK,200-499,$200M+,ap_manager,manager,inbound_marketing,1,0,118877.0,14,0,9,1,20.0,4,0,3.0,C,0
manufacturing,UK,2000+,$50M-$200M,vp_finance,manager,sdr_outbound,0,0,85000.0,0,15,9,4,20.0,,0,0.0,A,0
logistics,UK,1000-1999,$10M-$50M,procurement_manager,director,sdr_outbound,0,0,55000.0,0,22,9,6,19.0,7,3,2.0,A,0
logistics,UK,200-499,$50M-$200M,ap_manager,manager,inbound_marketing,1,1,85000.0,21,0,9,4,20.0,5,2,0.0,B,0
healthcare_non_clinical,UK,1000-1999,$200M+,it_director,individual_contributor,sdr_outbound,1,0,115156.0,0,19,10,4,20.0,5,2,1.0,A,1
professional_services,UK,500-999,$50M-$200M,vp_finance,director,inbound_marketing,1,0,85000.0,26,0,9,4,20.0,5,3,0.0,C,1
professional_services,UK,200-499,$1M-$10M,procurement_manager,manager,partner_referral,1,0,25000.0,0,16,12,0,20.0,1,1,8.0,B,0
logistics,US,500-999,$10M-$50M,ap_manager,director,inbound_marketing,1,0,55000.0,16,0,14,0,20.0,1,2,12.0,B,0
logistics,US,200-499,$200M+,procurement_manager,vp,partner_referral,1,0,119680.0,0,20,9,8,20.0,0,3,0.0,C,0
manufacturing,UK,500-999,$10M-$50M,procurement_manager,director,sdr_outbound,1,0,75941.0,0,20,9,3,19.0,3,2,0.0,B,0
professional_services,UK,200-499,$10M-$50M,procurement_manager,director,sdr_outbound,0,0,55000.0,0,27,15,4,20.0,5,1,0.0,C,0
manufacturing,UK,200-499,$200M+,it_director,individual_contributor,sdr_outbound,0,0,118503.0,0,17,15,0,20.0,3,1,12.0,B,0
manufacturing,UK,200-499,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,19,0,9,2,20.0,2,0,,C,1
professional_services,UK,1000-1999,$200M+,procurement_manager,manager,partner_referral,1,0,118009.0,0,23,10,10,19.0,7,1,0.0,A,0
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,individual_contributor,partner_referral,0,0,85000.0,0,26,14,6,20.0,4,2,0.0,B,0
professional_services,US,500-999,$200M+,vp_finance,director,inbound_marketing,0,0,116045.0,26,0,7,6,20.0,4,6,0.0,A,0
logistics,UK,1000-1999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,1,1,0,19.0,0,0,19.0,C,0
manufacturing,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,15,0,6,3,18.0,1,0,0.0,B,1
manufacturing,UK,200-499,$1M-$10M,ap_manager,individual_contributor,sdr_outbound,1,1,25000.0,0,15,11,2,20.0,2,2,0.0,B,0
manufacturing,UK,200-499,$1M-$10M,it_director,manager,sdr_outbound,1,0,25000.0,0,19,8,6,20.0,5,5,0.0,C,1
manufacturing,US,2000+,$200M+,ap_manager,individual_contributor,inbound_marketing,0,0,115872.0,32,0,20,6,20.0,4,1,0.0,C,0
professional_services,UK,500-999,$50M-$200M,ap_manager,manager,inbound_marketing,1,0,47533.0,14,0,7,5,19.0,2,4,0.0,B,0
logistics,UK,200-499,$200M+,vp_finance,vp,sdr_outbound,0,0,115973.0,0,18,8,4,20.0,4,0,,B,0
professional_services,UK,500-999,$50M-$200M,it_director,director,inbound_marketing,1,1,85000.0,19,0,11,5,20.0,2,2,1.0,C,1
manufacturing,UK,200-499,$50M-$200M,ap_manager,vp,inbound_marketing,1,0,41302.0,22,0,10,5,19.0,7,2,0.0,A,0
professional_services,UK,200-499,$10M-$50M,vp_finance,manager,partner_referral,1,1,55000.0,0,9,3,3,20.0,2,4,4.0,A,0
professional_services,UK,200-499,$10M-$50M,vp_finance,manager,sdr_outbound,1,1,55000.0,0,17,5,3,20.0,,2,1.0,B,1
professional_services,US,500-999,$10M-$50M,vp_finance,,partner_referral,0,0,55000.0,0,25,11,3,20.0,,2,1.0,A,0
logistics,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,29,0,13,6,20.0,5,2,1.0,C,0
logistics,UK,1000-1999,$50M-$200M,procurement_manager,vp,sdr_outbound,1,0,85000.0,0,32,12,7,20.0,1,3,0.0,B,1
logistics,UK,1000-1999,$1M-$10M,vp_finance,c_suite,inbound_marketing,1,0,25000.0,6,0,6,0,20.0,0,0,15.0,A,0
logistics,UK,1000-1999,$10M-$50M,vp_finance,vp,sdr_outbound,0,0,55000.0,0,12,12,0,19.0,1,0,,B,0
professional_services,UK,200-499,$200M+,ap_manager,manager,sdr_outbound,1,0,44057.0,0,21,7,9,20.0,3,4,0.0,A,0
logistics,UK,200-499,$200M+,procurement_manager,manager,sdr_outbound,1,0,119734.0,0,18,4,9,19.0,7,4,0.0,C,0
manufacturing,US,2000+,$10M-$50M,it_director,manager,sdr_outbound,1,1,55000.0,0,17,9,3,20.0,3,5,5.0,C,1
manufacturing,US,500-999,$50M-$200M,procurement_manager,vp,sdr_outbound,0,0,85000.0,0,2,2,0,20.0,1,0,20.0,C,0
healthcare_non_clinical,UK,500-999,$50M-$200M,it_director,manager,inbound_marketing,1,1,85000.0,26,0,9,9,20.0,2,4,,B,1
manufacturing,UK,2000+,$50M-$200M,vp_finance,director,inbound_marketing,1,1,85000.0,22,0,11,7,20.0,,5,0.0,C,1
professional_services,US,500-999,$1M-$10M,it_director,director,inbound_marketing,1,0,25000.0,12,0,4,5,18.0,6,3,0.0,A,0
healthcare_non_clinical,UK,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,1,0,55000.0,0,17,7,5,20.0,3,3,0.0,B,0
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,individual_contributor,partner_referral,0,0,55000.0,0,24,13,8,20.0,1,3,1.0,A,0
healthcare_non_clinical,UK,200-499,$200M+,ap_manager,manager,sdr_outbound,1,0,115012.0,0,25,14,8,20.0,,4,0.0,A,1
healthcare_non_clinical,UK,200-499,$10M-$50M,it_director,manager,sdr_outbound,0,0,55000.0,0,14,11,0,19.0,3,2,10.0,A,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,ap_manager,individual_contributor,inbound_marketing,1,0,25000.0,6,0,4,0,20.0,2,1,11.0,A,0
logistics,US,1000-1999,$50M-$200M,procurement_manager,manager,inbound_marketing,1,1,85000.0,25,0,10,11,20.0,4,3,0.0,C,1
logistics,UK,500-999,$10M-$50M,procurement_manager,manager,inbound_marketing,1,1,55000.0,23,0,11,3,20.0,1,3,1.0,B,0
logistics,UK,500-999,$50M-$200M,procurement_manager,director,partner_referral,1,0,85000.0,0,22,11,4,19.0,3,3,2.0,C,1
manufacturing,US,1000-1999,$50M-$200M,it_director,manager,inbound_marketing,1,0,98799.0,34,0,20,7,20.0,5,2,0.0,B,0
logistics,US,200-499,$10M-$50M,procurement_manager,manager,partner_referral,0,0,55000.0,0,8,6,1,20.0,1,7,4.0,C,1
professional_services,UK,200-499,$1M-$10M,vp_finance,manager,sdr_outbound,1,0,25000.0,0,18,10,4,20.0,6,2,1.0,C,0
logistics,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,55000.0,20,0,9,9,20.0,4,1,0.0,C,0
logistics,UK,1000-1999,$10M-$50M,vp_finance,vp,sdr_outbound,1,1,73867.0,0,18,10,3,,4,3,0.0,B,0
healthcare_non_clinical,UK,200-499,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,1,0,85000.0,21,0,9,0,20.0,1,3,7.0,B,0
logistics,UK,500-999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,18,0,6,5,20.0,7,1,0.0,B,1
healthcare_non_clinical,UK,200-499,$10M-$50M,ap_manager,director,inbound_marketing,1,0,55000.0,11,0,3,3,19.0,3,3,0.0,C,1
logistics,US,2000+,$50M-$200M,vp_finance,director,inbound_marketing,0,0,85000.0,3,0,3,0,20.0,1,0,20.0,A,0
manufacturing,US,200-499,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,13,0,6,6,19.0,3,5,3.0,C,0
professional_services,UK,500-999,$1M-$10M,ap_manager,individual_contributor,partner_referral,1,0,47218.0,0,14,6,3,19.0,2,1,1.0,C,0
healthcare_non_clinical,UK,1000-1999,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,0,0,55000.0,0,5,5,0,20.0,1,1,17.0,B,0
professional_services,US,200-499,$200M+,vp_finance,individual_contributor,inbound_marketing,1,1,116504.0,27,0,9,12,19.0,6,3,0.0,B,1
healthcare_non_clinical,US,500-999,$1M-$10M,vp_finance,director,inbound_marketing,1,0,69204.0,11,0,5,3,20.0,3,2,1.0,C,0
healthcare_non_clinical,US,500-999,$1M-$10M,procurement_manager,individual_contributor,partner_referral,0,0,25000.0,0,17,6,4,20.0,3,3,0.0,B,0
healthcare_non_clinical,US,1000-1999,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,13,0,8,4,19.0,3,2,2.0,A,0
professional_services,UK,500-999,$10M-$50M,procurement_manager,vp,inbound_marketing,1,1,55000.0,25,0,14,5,20.0,6,5,0.0,C,0
manufacturing,US,200-499,$1M-$10M,procurement_manager,manager,inbound_marketing,0,0,25000.0,11,0,6,3,20.0,4,4,1.0,A,1
logistics,UK,500-999,$10M-$50M,ap_manager,individual_contributor,partner_referral,0,0,55000.0,0,11,3,5,19.0,5,0,0.0,C,0
logistics,UK,500-999,$10M-$50M,ap_manager,,partner_referral,1,0,55000.0,0,17,8,4,19.0,1,2,2.0,C,1
professional_services,UK,200-499,$50M-$200M,it_director,manager,sdr_outbound,1,1,85000.0,0,24,15,3,20.0,4,3,1.0,B,1
manufacturing,US,500-999,$50M-$200M,vp_finance,vp,inbound_marketing,0,0,85000.0,7,0,5,0,18.0,0,2,11.0,A,0
logistics,US,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,0,0,25000.0,2,0,2,0,20.0,0,0,20.0,A,0
healthcare_non_clinical,UK,200-499,$10M-$50M,vp_finance,director,sdr_outbound,1,0,55000.0,0,16,6,5,20.0,4,6,4.0,A,0
manufacturing,US,1000-1999,$10M-$50M,ap_manager,director,sdr_outbound,1,0,55000.0,0,11,4,5,18.0,4,5,0.0,A,0
logistics,UK,500-999,$200M+,vp_finance,manager,inbound_marketing,1,1,36664.0,24,0,7,8,18.0,6,3,0.0,A,0
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,1,1,55000.0,0,19,8,9,20.0,,2,0.0,C,0
manufacturing,UK,1000-1999,$50M-$200M,it_director,c_suite,partner_referral,0,0,85000.0,0,20,10,5,20.0,8,3,0.0,C,0
manufacturing,UK,500-999,$1M-$10M,ap_manager,vp,inbound_marketing,0,0,25000.0,29,0,12,8,19.0,5,4,0.0,B,0
professional_services,US,200-499,$50M-$200M,ap_manager,director,sdr_outbound,1,0,18000.0,0,13,6,1,18.0,1,4,4.0,A,0
healthcare_non_clinical,UK,2000+,$1M-$10M,ap_manager,c_suite,inbound_marketing,0,0,25000.0,14,0,6,2,18.0,2,4,2.0,C,0
professional_services,UK,1000-1999,$1M-$10M,it_director,individual_contributor,inbound_marketing,1,0,25000.0,20,0,12,3,20.0,7,3,2.0,B,0
professional_services,UK,500-999,$10M-$50M,it_director,manager,partner_referral,1,0,55000.0,0,17,13,1,19.0,3,4,5.0,B,0
professional_services,US,2000+,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,0,0,0,0,,0,0,,A,0
professional_services,US,500-999,$1M-$10M,vp_finance,manager,sdr_outbound,1,0,71059.0,0,19,10,6,19.0,5,2,1.0,A,0
logistics,UK,500-999,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,29,0,11,10,19.0,6,6,1.0,A,0
professional_services,US,500-999,$1M-$10M,it_director,individual_contributor,sdr_outbound,1,0,25000.0,0,12,5,3,20.0,,2,1.0,B,1
manufacturing,US,500-999,$50M-$200M,ap_manager,vp,inbound_marketing,1,0,85000.0,18,0,9,3,,1,3,6.0,B,1
logistics,US,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,0,0,55000.0,13,0,7,4,20.0,2,0,2.0,B,0
manufacturing,UK,2000+,$1M-$10M,procurement_manager,vp,inbound_marketing,1,0,102256.0,27,0,8,9,20.0,5,5,0.0,B,0
professional_services,UK,500-999,$10M-$50M,it_director,director,partner_referral,0,0,55000.0,0,17,6,7,20.0,3,0,0.0,A,0
healthcare_non_clinical,US,2000+,$10M-$50M,it_director,director,inbound_marketing,1,1,55000.0,18,0,7,6,20.0,4,2,0.0,B,1
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,inbound_marketing,0,0,55000.0,9,0,9,0,20.0,0,0,16.0,A,0
logistics,US,500-999,$10M-$50M,procurement_manager,,partner_referral,0,0,55000.0,0,8,6,1,20.0,3,0,6.0,B,0
healthcare_non_clinical,UK,2000+,$50M-$200M,it_director,individual_contributor,partner_referral,1,0,115478.0,0,29,16,8,20.0,3,1,0.0,A,0
manufacturing,UK,1000-1999,$1M-$10M,ap_manager,vp,sdr_outbound,0,0,25000.0,0,11,5,2,18.0,5,1,,A,0
logistics,US,500-999,$10M-$50M,ap_manager,director,sdr_outbound,1,0,55000.0,0,19,7,7,,6,3,0.0,A,1
professional_services,US,200-499,$10M-$50M,procurement_manager,vp,sdr_outbound,1,0,20840.0,0,12,5,6,19.0,3,4,0.0,A,0
manufacturing,UK,200-499,$50M-$200M,it_director,individual_contributor,inbound_marketing,1,0,85000.0,15,0,7,2,20.0,5,3,1.0,C,1
manufacturing,US,200-499,$1M-$10M,it_director,vp,partner_referral,1,0,18000.0,0,21,9,8,19.0,7,3,0.0,A,0
manufacturing,US,1000-1999,$10M-$50M,it_director,manager,inbound_marketing,1,0,55000.0,23,0,7,8,18.0,6,2,0.0,A,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,1,0,55000.0,0,13,5,4,,2,0,1.0,C,1
professional_services,US,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,4,4,0,19.0,1,0,19.0,B,0
professional_services,UK,500-999,$200M+,it_director,vp,inbound_marketing,1,0,118549.0,34,0,15,10,20.0,3,3,0.0,C,1
healthcare_non_clinical,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,13,7,0,20.0,,0,7.0,B,0
logistics,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,0,0,85000.0,16,0,8,6,20.0,3,5,0.0,C,0
logistics,US,1000-1999,$1M-$10M,ap_manager,director,inbound_marketing,1,0,25000.0,25,0,11,6,20.0,7,3,0.0,A,0
healthcare_non_clinical,UK,200-499,$50M-$200M,vp_finance,manager,sdr_outbound,1,1,85000.0,0,12,6,4,20.0,3,2,1.0,B,0
healthcare_non_clinical,UK,500-999,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,22,11,6,19.0,2,1,0.0,A,0
professional_services,UK,500-999,$10M-$50M,it_director,manager,partner_referral,1,0,55000.0,0,15,9,1,20.0,1,4,1.0,C,1
manufacturing,UK,200-499,$1M-$10M,vp_finance,vp,sdr_outbound,0,0,,0,6,1,0,17.0,2,1,7.0,A,0
healthcare_non_clinical,UK,500-999,$50M-$200M,procurement_manager,manager,sdr_outbound,1,0,85000.0,0,18,11,4,20.0,6,2,0.0,B,1
logistics,US,500-999,$10M-$50M,ap_manager,vp,partner_referral,1,1,55000.0,0,14,6,4,20.0,3,3,0.0,A,0
logistics,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,0,0,55000.0,33,0,13,12,20.0,7,3,2.0,A,0
healthcare_non_clinical,UK,200-499,$50M-$200M,vp_finance,manager,inbound_marketing,1,1,18000.0,22,0,8,8,20.0,2,5,2.0,C,0
logistics,UK,200-499,$1M-$10M,procurement_manager,manager,inbound_marketing,1,0,25000.0,13,0,7,3,20.0,3,2,0.0,B,0
professional_services,US,1000-1999,$50M-$200M,ap_manager,vp,sdr_outbound,0,0,85000.0,0,2,2,0,19.0,0,0,19.0,C,0
professional_services,UK,200-499,$200M+,ap_manager,vp,inbound_marketing,0,0,116732.0,26,0,11,7,20.0,2,3,1.0,A,0
logistics,UK,1000-1999,$50M-$200M,vp_finance,manager,inbound_marketing,1,1,85000.0,20,0,9,5,19.0,5,5,0.0,C,1
healthcare_non_clinical,US,200-499,$10M-$50M,vp_finance,director,sdr_outbound,1,0,55000.0,0,21,9,4,19.0,1,2,1.0,A,1
logistics,US,200-499,$10M-$50M,it_director,individual_contributor,sdr_outbound,0,0,55000.0,0,17,6,6,20.0,,1,0.0,A,0
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,director,inbound_marketing,1,0,66405.0,23,0,12,2,20.0,4,3,2.0,C,0
manufacturing,US,500-999,$50M-$200M,vp_finance,individual_contributor,sdr_outbound,0,0,85000.0,0,15,9,0,20.0,,0,10.0,A,0
professional_services,US,200-499,$50M-$200M,vp_finance,director,inbound_marketing,1,1,49158.0,22,0,7,7,20.0,4,1,2.0,B,0
manufacturing,UK,200-499,$1M-$10M,vp_finance,vp,sdr_outbound,1,0,25000.0,0,13,2,4,15.0,2,2,4.0,A,0
manufacturing,UK,1000-1999,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,14,9,3,20.0,1,2,6.0,A,0
manufacturing,UK,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,A,0
professional_services,US,500-999,$10M-$50M,procurement_manager,manager,sdr_outbound,1,0,55000.0,0,6,5,0,19.0,0,1,10.0,A,0
manufacturing,US,2000+,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,24,0,12,6,20.0,5,3,0.0,A,1
professional_services,UK,500-999,$10M-$50M,procurement_manager,director,sdr_outbound,1,0,55000.0,0,16,7,5,20.0,2,5,1.0,B,1
professional_services,UK,200-499,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,16,10,2,19.0,2,0,6.0,B,0
logistics,US,500-999,$200M+,vp_finance,individual_contributor,inbound_marketing,1,0,115763.0,23,0,15,4,20.0,4,3,3.0,C,0
logistics,UK,200-499,$1M-$10M,vp_finance,,partner_referral,1,0,25000.0,0,15,7,3,20.0,5,3,1.0,A,1
professional_services,US,500-999,$1M-$10M,vp_finance,manager,partner_referral,0,0,25000.0,0,7,0,2,10.0,2,1,4.0,C,1
logistics,UK,1000-1999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,1,0,55000.0,11,0,4,2,20.0,3,1,2.0,C,0
manufacturing,UK,1000-1999,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,14,6,6,20.0,3,1,0.0,A,0
professional_services,US,500-999,$50M-$200M,vp_finance,director,partner_referral,1,1,85000.0,0,21,9,8,20.0,5,2,0.0,A,1
manufacturing,UK,2000+,$1M-$10M,it_director,vp,partner_referral,1,0,117101.0,0,17,8,6,19.0,3,0,2.0,A,0
professional_services,US,500-999,$50M-$200M,procurement_manager,director,sdr_outbound,1,0,85000.0,0,26,9,8,20.0,,3,3.0,B,0
manufacturing,UK,200-499,$10M-$50M,it_director,director,inbound_marketing,0,0,55000.0,24,0,9,11,20.0,2,3,0.0,C,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,it_director,manager,inbound_marketing,0,0,25000.0,16,0,9,0,20.0,6,0,7.0,B,0
logistics,US,200-499,$50M-$200M,vp_finance,vp,inbound_marketing,1,0,85000.0,14,0,8,2,20.0,4,3,2.0,A,1
manufacturing,US,200-499,$10M-$50M,vp_finance,manager,inbound_marketing,1,0,55000.0,28,0,11,10,19.0,4,5,0.0,A,1
professional_services,UK,200-499,$10M-$50M,procurement_manager,director,sdr_outbound,1,1,55000.0,0,15,4,4,20.0,,2,1.0,C,0
healthcare_non_clinical,US,500-999,$50M-$200M,procurement_manager,manager,partner_referral,1,0,85000.0,0,24,11,4,19.0,4,2,5.0,B,1
healthcare_non_clinical,UK,500-999,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,20,0,9,4,20.0,1,3,2.0,B,0
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,manager,sdr_outbound,1,0,85000.0,0,13,9,0,20.0,3,3,9.0,C,0
logistics,UK,2000+,$200M+,ap_manager,individual_contributor,inbound_marketing,1,1,119802.0,21,0,9,7,20.0,5,3,0.0,B,1
healthcare_non_clinical,US,1000-1999,$50M-$200M,it_director,c_suite,inbound_marketing,0,0,85000.0,23,0,11,7,19.0,1,0,0.0,A,0
logistics,US,1000-1999,$10M-$50M,it_director,manager,sdr_outbound,1,0,55000.0,0,25,13,6,20.0,4,5,4.0,A,1
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,individual_contributor,partner_referral,1,1,55000.0,0,22,7,9,20.0,3,4,0.0,A,1
healthcare_non_clinical,US,500-999,$50M-$200M,ap_manager,individual_contributor,inbound_marketing,1,0,69315.0,22,0,10,4,20.0,7,2,0.0,C,0
logistics,UK,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,19,0,10,5,19.0,4,2,0.0,A,0
manufacturing,UK,200-499,$10M-$50M,it_director,manager,inbound_marketing,1,0,29837.0,15,0,3,5,19.0,2,1,0.0,B,0
professional_services,UK,200-499,$1M-$10M,it_director,individual_contributor,partner_referral,1,0,25000.0,0,25,13,7,20.0,4,3,0.0,A,1
manufacturing,UK,1000-1999,$1M-$10M,ap_manager,director,sdr_outbound,0,0,25000.0,0,15,12,0,19.0,2,0,10.0,A,0
professional_services,UK,200-499,$200M+,it_director,individual_contributor,sdr_outbound,0,0,117645.0,0,21,10,6,20.0,4,3,0.0,B,1
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,director,partner_referral,0,0,55000.0,0,4,4,0,20.0,0,0,,C,0
healthcare_non_clinical,UK,1000-1999,$1M-$10M,vp_finance,manager,sdr_outbound,1,1,25000.0,0,12,5,7,20.0,5,6,0.0,C,0
manufacturing,US,1000-1999,$50M-$200M,ap_manager,manager,sdr_outbound,0,0,85000.0,0,1,1,0,19.0,0,0,19.0,A,0
healthcare_non_clinical,UK,1000-1999,$50M-$200M,ap_manager,individual_contributor,inbound_marketing,0,0,85000.0,14,0,8,0,20.0,3,3,9.0,C,0
professional_services,UK,2000+,$50M-$200M,ap_manager,manager,inbound_marketing,1,0,85000.0,20,0,11,5,20.0,1,3,1.0,B,0
healthcare_non_clinical,US,500-999,$10M-$50M,vp_finance,vp,sdr_outbound,0,0,55000.0,0,21,10,4,20.0,5,0,3.0,A,0
healthcare_non_clinical,US,200-499,$50M-$200M,vp_finance,director,sdr_outbound,1,0,85000.0,0,23,10,8,20.0,6,3,0.0,B,1
logistics,UK,500-999,$50M-$200M,procurement_manager,director,sdr_outbound,1,1,85000.0,0,18,11,4,20.0,,2,1.0,B,0
healthcare_non_clinical,US,500-999,$50M-$200M,ap_manager,manager,sdr_outbound,1,0,85000.0,0,16,6,6,19.0,4,1,1.0,B,1
manufacturing,US,500-999,$200M+,procurement_manager,individual_contributor,inbound_marketing,0,0,116331.0,16,0,12,0,20.0,3,0,11.0,B,0
professional_services,US,200-499,$10M-$50M,vp_finance,manager,inbound_marketing,0,0,55000.0,21,0,12,3,19.0,6,1,1.0,C,0
manufacturing,US,1000-1999,$10M-$50M,procurement_manager,individual_contributor,inbound_marketing,1,0,55000.0,27,0,13,8,20.0,3,6,1.0,A,0
healthcare_non_clinical,US,500-999,$1M-$10M,vp_finance,vp,inbound_marketing,1,1,25000.0,15,0,7,5,20.0,6,2,0.0,A,1
manufacturing,US,200-499,$10M-$50M,ap_manager,individual_contributor,partner_referral,1,0,55000.0,0,32,12,10,20.0,6,1,0.0,A,0
healthcare_non_clinical,US,500-999,$10M-$50M,procurement_manager,director,inbound_marketing,0,0,55000.0,30,0,16,6,19.0,3,0,1.0,A,0
manufacturing,UK,200-499,$200M+,ap_manager,director,sdr_outbound,1,0,115584.0,0,32,8,10,19.0,7,4,0.0,C,0
healthcare_non_clinical,US,200-499,$50M-$200M,it_director,director,sdr_outbound,0,0,85000.0,0,22,10,8,20.0,4,0,1.0,B,1
professional_services,US,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,0,0,25000.0,13,0,6,5,20.0,2,1,0.0,B,0
professional_services,UK,500-999,$50M-$200M,ap_manager,vp,partner_referral,1,0,85000.0,0,10,9,0,20.0,2,1,9.0,B,0
professional_services,UK,200-499,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,23,0,8,9,,4,0,,C,0
manufacturing,UK,1000-1999,$50M-$200M,procurement_manager,vp,inbound_marketing,1,1,85000.0,24,0,11,8,19.0,2,6,1.0,A,1
professional_services,US,500-999,$50M-$200M,ap_manager,manager,sdr_outbound,0,0,85000.0,0,22,10,7,18.0,,3,2.0,C,0
healthcare_non_clinical,UK,200-499,$50M-$200M,ap_manager,manager,inbound_marketing,1,0,85000.0,33,0,15,6,20.0,6,2,0.0,C,0
