industry,region,company_size,company_revenue,contact_role,seniority,lead_source,opportunity_created,demo_completed,expected_acv,inbound_touches,outbound_touches,touches_week_1,touches_last_7_days,days_since_first_touch,web_sessions,sales_activities,days_since_last_touch,acquisition_wave,converted,__leakage__touches_post_snapshot_15_90
professional_services,US,200-499,$50M-$200M,procurement_manager,director,partner_referral,0,0,85000.0,0,22,13,9,14.0,3,1,1.0,B,0,6
professional_services,UK,200-499,$200M+,it_director,manager,sdr_outbound,0,0,119946.0,0,15,7,8,14.0,3,0,,C,1,27
professional_services,UK,500-999,$200M+,ap_manager,director,sdr_outbound,0,0,119608.0,0,18,11,7,14.0,3,0,0.0,B,0,26
healthcare_non_clinical,US,500-999,$1M-$10M,vp_finance,director,sdr_outbound,1,0,65928.0,0,6,2,4,13.0,1,2,2.0,A,0,17
professional_services,US,500-999,$50M-$200M,vp_finance,individual_contributor,partner_referral,1,1,85000.0,0,15,9,6,14.0,4,2,1.0,B,1,17
professional_services,US,2000+,$1M-$10M,procurement_manager,director,inbound_marketing,1,0,25000.0,17,0,8,9,14.0,2,1,1.0,B,1,12
professional_services,US,200-499,$1M-$10M,ap_manager,c_suite,inbound_marketing,1,0,25000.0,14,0,11,3,13.0,1,1,2.0,C,0,1
professional_services,UK,200-499,$10M-$50M,it_director,manager,sdr_outbound,0,0,55000.0,0,14,7,7,14.0,3,0,0.0,C,1,23
professional_services,UK,200-499,$10M-$50M,it_director,director,inbound_marketing,0,0,55000.0,15,0,10,5,14.0,3,0,1.0,C,1,11
logistics,UK,500-999,$10M-$50M,it_director,c_suite,inbound_marketing,1,0,55000.0,10,0,6,4,12.0,3,4,0.0,C,1,21
professional_services,UK,200-499,$50M-$200M,procurement_manager,individual_contributor,sdr_outbound,0,0,85000.0,0,14,7,7,14.0,5,2,0.0,B,0,15
healthcare_non_clinical,US,500-999,$50M-$200M,procurement_manager,individual_contributor,partner_referral,1,0,85000.0,0,22,11,11,13.0,5,2,0.0,A,1,32
logistics,UK,1000-1999,$10M-$50M,it_director,manager,sdr_outbound,1,0,55000.0,0,14,8,6,14.0,,1,0.0,B,0,17
manufacturing,US,500-999,$10M-$50M,procurement_manager,manager,sdr_outbound,0,0,55000.0,0,16,12,4,14.0,3,0,0.0,B,0,26
logistics,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,1,0,32093.0,13,0,12,1,14.0,5,4,2.0,A,0,20
logistics,US,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,1,0,25000.0,11,0,6,5,14.0,4,2,0.0,C,0,10
healthcare_non_clinical,US,1000-1999,$50M-$200M,it_director,c_suite,inbound_marketing,1,0,85000.0,16,0,11,5,14.0,2,2,2.0,A,1,14
professional_services,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,11,8,3,13.0,2,1,0.0,B,0,19
healthcare_non_clinical,UK,2000+,$10M-$50M,ap_manager,manager,inbound_marketing,0,0,55000.0,17,0,11,6,14.0,4,2,1.0,C,0,0
logistics,UK,200-499,$50M-$200M,it_director,manager,partner_referral,1,0,48670.0,0,20,9,11,14.0,3,1,0.0,B,0,23
healthcare_non_clinical,US,500-999,$10M-$50M,it_director,manager,partner_referral,0,0,55000.0,0,12,5,7,12.0,2,0,1.0,A,0,28
healthcare_non_clinical,US,500-999,$50M-$200M,it_director,individual_contributor,sdr_outbound,1,0,85000.0,0,17,15,2,14.0,2,2,0.0,A,0,19
healthcare_non_clinical,UK,1000-1999,$50M-$200M,it_director,manager,inbound_marketing,1,0,85000.0,16,0,13,3,14.0,3,0,5.0,A,0,0
logistics,UK,2000+,$10M-$50M,it_director,manager,partner_referral,1,0,55000.0,0,16,11,5,14.0,1,4,0.0,C,0,24
healthcare_non_clinical,UK,500-999,$1M-$10M,it_director,,inbound_marketing,1,0,25000.0,18,0,8,10,14.0,6,1,0.0,B,1,14
professional_services,UK,2000+,$200M+,ap_manager,,inbound_marketing,1,0,116124.0,14,0,7,7,13.0,3,3,1.0,A,1,29
logistics,UK,200-499,$50M-$200M,ap_manager,individual_contributor,sdr_outbound,0,0,85000.0,0,15,11,4,13.0,,0,0.0,A,0,14
professional_services,UK,500-999,$1M-$10M,ap_manager,individual_contributor,partner_referral,0,0,25000.0,0,15,7,8,14.0,1,1,0.0,C,0,23
manufacturing,UK,200-499,$50M-$200M,it_director,manager,sdr_outbound,1,1,85000.0,0,20,10,10,14.0,5,2,0.0,B,0,10
healthcare_non_clinical,UK,200-499,$10M-$50M,it_director,vp,inbound_marketing,1,0,37190.0,11,0,4,7,13.0,3,0,3.0,B,0,17
professional_services,UK,200-499,$10M-$50M,procurement_manager,c_suite,partner_referral,1,0,55000.0,0,19,9,10,14.0,4,1,1.0,A,1,21
manufacturing,US,200-499,$1M-$10M,ap_manager,director,sdr_outbound,0,0,25000.0,0,7,7,0,14.0,1,0,8.0,C,0,0
logistics,UK,200-499,$10M-$50M,ap_manager,manager,sdr_outbound,1,0,49387.0,0,13,7,6,12.0,3,0,0.0,C,0,22
healthcare_non_clinical,US,1000-1999,$200M+,procurement_manager,manager,sdr_outbound,0,0,116009.0,0,13,8,5,13.0,1,3,1.0,B,0,18
manufacturing,UK,1000-1999,$1M-$10M,procurement_manager,vp,inbound_marketing,0,0,25000.0,13,0,8,5,14.0,3,0,3.0,B,0,0
healthcare_non_clinical,US,500-999,$200M+,ap_manager,director,inbound_marketing,1,0,117879.0,16,0,12,4,14.0,2,1,2.0,C,1,28
healthcare_non_clinical,US,200-499,$10M-$50M,it_director,director,sdr_outbound,0,0,55000.0,0,12,9,3,14.0,2,0,1.0,B,1,13
manufacturing,UK,500-999,$50M-$200M,vp_finance,director,sdr_outbound,1,0,85000.0,0,14,10,4,14.0,4,3,1.0,C,1,8
healthcare_non_clinical,UK,1000-1999,$50M-$200M,procurement_manager,vp,sdr_outbound,0,0,85000.0,0,13,10,3,14.0,2,0,0.0,A,0,7
healthcare_non_clinical,US,500-999,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,17,0,11,6,14.0,4,2,1.0,C,0,14
logistics,UK,1000-1999,$1M-$10M,ap_manager,c_suite,sdr_outbound,0,0,25000.0,0,1,1,0,14.0,1,0,14.0,A,0,0
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,1,1,25000.0,16,0,9,7,14.0,4,2,,C,0,13
professional_services,US,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,0,0,25000.0,18,0,8,10,13.0,1,0,1.0,B,0,16
professional_services,UK,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,1,0,55000.0,0,11,7,4,13.0,3,3,0.0,C,0,25
logistics,UK,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,0,0,0,,0,0,,C,0,0
manufacturing,US,1000-1999,$50M-$200M,vp_finance,manager,partner_referral,1,0,85000.0,0,9,6,3,14.0,,1,4.0,B,0,10
professional_services,US,500-999,$1M-$10M,vp_finance,individual_contributor,inbound_marketing,0,0,25000.0,12,0,9,3,,3,0,1.0,A,0,44
professional_services,UK,500-999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,0,0,55000.0,9,0,5,4,13.0,1,0,5.0,B,0,0
manufacturing,UK,200-499,$1M-$10M,ap_manager,c_suite,sdr_outbound,0,0,25000.0,0,10,6,4,13.0,4,0,0.0,B,0,10
healthcare_non_clinical,UK,1000-1999,$10M-$50M,vp_finance,manager,inbound_marketing,0,0,55000.0,15,0,9,6,13.0,2,2,0.0,B,0,8
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,c_suite,inbound_marketing,1,1,25000.0,14,0,8,6,14.0,3,1,2.0,B,1,21
healthcare_non_clinical,UK,500-999,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,19,12,7,14.0,,0,0.0,A,1,14
logistics,UK,200-499,$50M-$200M,ap_manager,manager,sdr_outbound,1,0,85000.0,0,8,7,1,14.0,2,3,2.0,A,1,13
manufacturing,UK,200-499,$1M-$10M,procurement_manager,manager,sdr_outbound,1,0,25000.0,0,9,9,0,14.0,2,2,10.0,A,0,10
logistics,US,2000+,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,14,0,8,6,14.0,2,3,1.0,C,1,11
manufacturing,UK,500-999,$1M-$10M,ap_manager,manager,sdr_outbound,1,0,46661.0,0,11,8,3,14.0,3,2,3.0,A,0,17
manufacturing,UK,500-999,$10M-$50M,it_director,individual_contributor,inbound_marketing,0,0,55000.0,14,0,9,5,14.0,5,5,1.0,B,0,0
logistics,UK,2000+,$1M-$10M,it_director,manager,sdr_outbound,0,0,25000.0,0,21,17,4,14.0,,1,3.0,C,0,18
manufacturing,US,200-499,$1M-$10M,procurement_manager,director,sdr_outbound,1,0,25000.0,0,2,2,0,11.0,0,0,7.0,A,1,12
professional_services,UK,200-499,$200M+,procurement_manager,director,inbound_marketing,0,0,119412.0,22,0,13,9,14.0,2,1,1.0,C,1,19
logistics,UK,500-999,$50M-$200M,vp_finance,manager,inbound_marketing,0,0,,18,0,12,6,14.0,1,0,0.0,A,0,28
manufacturing,US,2000+,$10M-$50M,it_director,manager,sdr_outbound,1,0,55000.0,0,11,8,3,14.0,5,2,1.0,B,0,4
logistics,US,500-999,$200M+,it_director,c_suite,inbound_marketing,0,0,117297.0,17,0,9,8,13.0,3,0,0.0,B,1,28
manufacturing,UK,1000-1999,$10M-$50M,ap_manager,individual_contributor,inbound_marketing,1,0,55000.0,11,0,5,6,14.0,2,4,0.0,B,1,18
healthcare_non_clinical,US,200-499,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,0,0,25000.0,0,20,10,10,14.0,4,5,0.0,C,1,13
professional_services,US,500-999,$10M-$50M,procurement_manager,manager,inbound_marketing,1,0,55000.0,9,0,5,4,12.0,2,1,0.0,C,0,8
logistics,US,200-499,$1M-$10M,it_director,individual_contributor,sdr_outbound,1,0,25000.0,0,13,10,3,14.0,3,0,0.0,B,0,19
manufacturing,US,1000-1999,$1M-$10M,it_director,manager,inbound_marketing,1,0,25000.0,7,0,5,2,14.0,2,2,4.0,C,1,22
healthcare_non_clinical,US,200-499,$10M-$50M,procurement_manager,manager,sdr_outbound,1,0,55000.0,0,7,7,0,13.0,2,0,9.0,B,0,0
manufacturing,US,1000-1999,$200M+,it_director,individual_contributor,inbound_marketing,1,0,117287.0,11,0,7,4,14.0,5,1,0.0,A,1,15
logistics,US,200-499,$10M-$50M,procurement_manager,vp,inbound_marketing,1,0,55000.0,13,0,7,6,14.0,5,2,1.0,A,0,5
manufacturing,UK,1000-1999,$1M-$10M,procurement_manager,vp,inbound_marketing,1,0,25000.0,11,0,6,5,14.0,4,1,2.0,C,1,8
manufacturing,US,200-499,$50M-$200M,ap_manager,director,sdr_outbound,1,0,85000.0,0,24,18,6,14.0,3,2,0.0,B,0,13
logistics,UK,1000-1999,$1M-$10M,procurement_manager,vp,inbound_marketing,0,0,25000.0,8,0,3,5,14.0,2,0,0.0,C,0,16
logistics,UK,500-999,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,14,11,3,,3,1,4.0,A,0,0
logistics,US,1000-1999,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,11,7,4,14.0,2,0,,C,0,20
professional_services,UK,200-499,$10M-$50M,procurement_manager,manager,sdr_outbound,0,0,55000.0,0,10,8,2,13.0,2,0,0.0,A,1,20
professional_services,US,2000+,$10M-$50M,procurement_manager,director,sdr_outbound,0,0,55000.0,0,15,6,9,14.0,7,1,1.0,A,1,16
logistics,UK,200-499,$50M-$200M,vp_finance,vp,inbound_marketing,1,0,30073.0,15,0,11,4,14.0,1,1,0.0,B,0,19
healthcare_non_clinical,UK,2000+,$10M-$50M,vp_finance,c_suite,inbound_marketing,1,0,55000.0,15,0,8,7,13.0,0,4,,B,0,15
healthcare_non_clinical,UK,200-499,$200M+,ap_manager,manager,partner_referral,1,0,119401.0,0,23,14,9,14.0,2,1,1.0,A,0,8
manufacturing,US,200-499,$10M-$50M,it_director,manager,sdr_outbound,0,0,55000.0,0,13,9,4,14.0,5,0,0.0,C,1,21
manufacturing,US,200-499,$1M-$10M,ap_manager,manager,sdr_outbound,1,0,25000.0,0,16,12,4,13.0,,2,0.0,A,0,7
healthcare_non_clinical,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,0,0,85000.0,11,0,6,5,13.0,0,0,0.0,C,0,22
professional_services,US,500-999,$10M-$50M,it_director,director,inbound_marketing,0,0,55000.0,7,0,3,4,14.0,3,0,2.0,A,0,0
logistics,UK,2000+,$200M+,ap_manager,director,sdr_outbound,0,0,119773.0,0,19,10,9,14.0,2,2,1.0,A,1,11
manufacturing,US,1000-1999,$10M-$50M,vp_finance,director,inbound_marketing,1,0,55000.0,15,0,7,8,11.0,2,4,1.0,A,0,2
logistics,US,500-999,$1M-$10M,vp_finance,director,inbound_marketing,1,1,25000.0,16,0,7,9,14.0,2,3,0.0,B,1,17
manufacturing,UK,200-499,$1M-$10M,procurement_manager,director,inbound_marketing,0,0,25000.0,17,0,9,8,13.0,2,1,0.0,B,0,19
manufacturing,US,500-999,$1M-$10M,procurement_manager,manager,inbound_marketing,0,0,25000.0,14,0,3,11,14.0,1,0,1.0,B,0,18
manufacturing,US,200-499,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,0,0,55000.0,0,20,12,8,14.0,,0,0.0,C,1,15
professional_services,US,2000+,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,94904.0,0,13,6,7,14.0,3,4,0.0,A,0,14
manufacturing,UK,200-499,$10M-$50M,ap_manager,c_suite,partner_referral,0,0,55000.0,0,10,5,5,13.0,5,0,1.0,C,0,17
logistics,UK,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,15,0,9,6,14.0,1,0,0.0,A,0,11
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,14,8,6,14.0,2,0,0.0,C,0,3
professional_services,UK,500-999,$50M-$200M,vp_finance,individual_contributor,inbound_marketing,0,0,85000.0,14,0,7,7,13.0,0,4,0.0,A,0,30
manufacturing,UK,200-499,$10M-$50M,it_director,director,sdr_outbound,1,0,55000.0,0,17,12,5,14.0,5,4,1.0,A,0,10
logistics,US,500-999,$50M-$200M,vp_finance,manager,inbound_marketing,0,0,85000.0,23,0,13,10,14.0,6,2,0.0,B,0,26
manufacturing,UK,500-999,$1M-$10M,procurement_manager,director,sdr_outbound,0,0,25000.0,0,13,8,5,13.0,3,0,1.0,B,0,17
logistics,UK,500-999,$50M-$200M,ap_manager,director,sdr_outbound,0,0,85000.0,0,19,10,9,12.0,4,0,0.0,C,0,15
manufacturing,US,500-999,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,20,0,11,9,14.0,5,2,0.0,B,0,14
logistics,UK,200-499,$10M-$50M,procurement_manager,manager,inbound_marketing,0,0,55000.0,5,0,5,0,14.0,0,0,9.0,C,0,0
professional_services,US,200-499,$1M-$10M,it_director,vp,inbound_marketing,1,0,25000.0,10,0,7,3,14.0,3,2,5.0,B,0,6
logistics,US,500-999,$1M-$10M,ap_manager,director,partner_referral,1,0,25000.0,0,21,11,10,13.0,2,3,2.0,C,1,11
logistics,US,500-999,$1M-$10M,vp_finance,manager,sdr_outbound,0,0,25000.0,0,11,7,4,14.0,4,0,2.0,C,0,2
manufacturing,US,500-999,$1M-$10M,it_director,c_suite,inbound_marketing,0,0,25000.0,20,0,13,7,14.0,4,1,1.0,C,0,29
manufacturing,UK,200-499,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,18,0,9,9,14.0,4,3,0.0,C,0,4
logistics,US,500-999,$10M-$50M,vp_finance,director,inbound_marketing,0,0,55000.0,16,0,7,9,14.0,1,2,0.0,B,0,16
professional_services,US,500-999,$1M-$10M,ap_manager,individual_contributor,sdr_outbound,0,0,25000.0,0,6,4,2,12.0,,0,0.0,C,0,15
logistics,US,200-499,$10M-$50M,vp_finance,vp,inbound_marketing,0,0,55000.0,20,0,13,7,14.0,4,1,0.0,B,0,33
manufacturing,UK,2000+,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,16,0,12,4,14.0,3,0,2.0,A,1,26
professional_services,US,200-499,$10M-$50M,vp_finance,manager,partner_referral,0,0,55000.0,0,9,4,5,12.0,3,1,0.0,B,0,16
manufacturing,US,200-499,$10M-$50M,it_director,individual_contributor,inbound_marketing,1,0,55000.0,13,0,8,5,14.0,4,1,3.0,B,1,14
healthcare_non_clinical,UK,1000-1999,$1M-$10M,ap_manager,individual_contributor,inbound_marketing,1,0,25000.0,14,0,7,7,12.0,6,0,0.0,A,0,17
healthcare_non_clinical,UK,200-499,$10M-$50M,procurement_manager,individual_contributor,sdr_outbound,1,0,55000.0,0,14,7,7,13.0,1,1,0.0,C,0,22
professional_services,US,500-999,$10M-$50M,it_director,manager,inbound_marketing,0,0,55000.0,17,0,8,9,14.0,3,2,0.0,A,0,6
logistics,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,1,0,55000.0,13,0,7,6,14.0,2,3,1.0,A,1,20
professional_services,UK,2000+,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,0,0,0,0,,0,0,,B,0,0
logistics,UK,200-499,$1M-$10M,ap_manager,director,sdr_outbound,1,0,25000.0,0,7,3,4,12.0,1,3,2.0,C,1,12
logistics,US,200-499,$1M-$10M,ap_manager,director,sdr_outbound,1,1,25000.0,0,17,8,9,13.0,2,3,0.0,B,1,19
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,director,partner_referral,0,0,55000.0,0,12,7,5,14.0,,0,0.0,C,0,32
professional_services,UK,200-499,$10M-$50M,ap_manager,individual_contributor,sdr_outbound,0,0,55000.0,0,12,6,6,13.0,6,2,2.0,C,0,14
professional_services,UK,1000-1999,$50M-$200M,procurement_manager,director,partner_referral,1,0,85000.0,0,12,6,6,14.0,2,2,0.0,C,1,22
professional_services,UK,200-499,$200M+,it_director,manager,sdr_outbound,1,0,115226.0,0,23,15,8,12.0,1,0,1.0,C,1,17
manufacturing,UK,200-499,$10M-$50M,vp_finance,vp,inbound_marketing,1,0,55000.0,14,0,10,4,14.0,3,3,3.0,B,0,6
healthcare_non_clinical,US,500-999,$10M-$50M,ap_manager,c_suite,sdr_outbound,1,0,55000.0,0,15,8,7,11.0,4,2,0.0,C,0,11
logistics,US,500-999,$200M+,procurement_manager,director,partner_referral,1,0,118245.0,0,23,14,9,14.0,4,1,0.0,C,1,22
manufacturing,UK,200-499,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,23,14,9,13.0,3,1,0.0,C,0,18
manufacturing,UK,2000+,$1M-$10M,vp_finance,c_suite,inbound_marketing,1,0,25000.0,11,0,9,2,14.0,4,1,0.0,C,0,19
manufacturing,US,1000-1999,$1M-$10M,vp_finance,director,inbound_marketing,1,0,25000.0,23,0,16,7,14.0,3,4,0.0,A,0,11
manufacturing,US,1000-1999,$50M-$200M,vp_finance,director,inbound_marketing,1,0,61596.0,12,0,5,7,14.0,3,1,0.0,A,0,38
healthcare_non_clinical,US,500-999,$1M-$10M,ap_manager,,partner_referral,1,0,25000.0,0,12,7,5,13.0,3,4,0.0,B,1,10
professional_services,UK,200-499,$10M-$50M,vp_finance,c_suite,inbound_marketing,1,0,55000.0,16,0,8,8,14.0,5,1,1.0,B,0,7
manufacturing,US,200-499,$10M-$50M,it_director,vp,sdr_outbound,0,0,55000.0,0,17,10,7,14.0,,5,1.0,B,0,26
healthcare_non_clinical,US,200-499,$10M-$50M,ap_manager,manager,inbound_marketing,1,0,55000.0,17,0,14,3,14.0,,1,1.0,A,1,11
healthcare_non_clinical,UK,500-999,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,1,0,25000.0,9,0,3,6,13.0,4,0,0.0,B,0,8
manufacturing,UK,200-499,$50M-$200M,it_director,manager,sdr_outbound,1,0,85000.0,0,12,7,5,14.0,5,1,0.0,B,1,5
logistics,UK,500-999,$1M-$10M,procurement_manager,manager,inbound_marketing,0,0,25000.0,18,0,12,6,14.0,2,0,0.0,C,0,5
logistics,US,500-999,$1M-$10M,it_director,manager,inbound_marketing,0,0,,6,0,6,0,14.0,1,0,10.0,B,0,0
professional_services,UK,500-999,$10M-$50M,vp_finance,manager,inbound_marketing,1,0,55000.0,17,0,8,9,13.0,3,1,0.0,B,0,11
professional_services,US,500-999,$50M-$200M,it_director,manager,partner_referral,1,0,85000.0,0,21,13,8,14.0,3,1,0.0,A,0,16
logistics,US,500-999,$1M-$10M,vp_finance,manager,partner_referral,0,0,25000.0,0,8,5,3,12.0,2,0,3.0,A,0,0
logistics,US,500-999,$10M-$50M,vp_finance,individual_contributor,inbound_marketing,0,0,55000.0,10,0,5,5,13.0,,1,1.0,C,0,21
professional_services,US,500-999,$10M-$50M,ap_manager,director,sdr_outbound,0,0,55000.0,0,10,3,7,13.0,2,0,1.0,C,0,18
healthcare_non_clinical,UK,500-999,$10M-$50M,vp_finance,manager,sdr_outbound,1,0,55000.0,0,22,13,9,14.0,2,4,1.0,B,1,25
manufacturing,US,500-999,$10M-$50M,it_director,director,inbound_marketing,1,0,55000.0,13,0,6,7,14.0,1,0,0.0,C,0,0
healthcare_non_clinical,US,200-499,$50M-$200M,ap_manager,individual_contributor,inbound_marketing,1,0,85000.0,23,0,17,6,14.0,4,1,0.0,C,0,30
healthcare_non_clinical,UK,1000-1999,$1M-$10M,it_director,individual_contributor,inbound_marketing,1,0,25000.0,10,0,4,6,12.0,3,4,2.0,C,0,14
professional_services,UK,1000-1999,$200M+,vp_finance,manager,sdr_outbound,1,0,116925.0,0,13,7,6,14.0,7,1,2.0,B,1,13
professional_services,UK,2000+,$10M-$50M,it_director,manager,sdr_outbound,0,0,55000.0,0,10,8,2,14.0,1,0,3.0,B,0,13
manufacturing,UK,500-999,$200M+,vp_finance,c_suite,inbound_marketing,1,0,119024.0,7,0,4,3,10.0,0,0,2.0,B,0,19
logistics,US,200-499,$1M-$10M,vp_finance,director,inbound_marketing,0,0,25000.0,17,0,12,5,14.0,5,0,1.0,C,0,19
logistics,US,1000-1999,$1M-$10M,ap_manager,director,sdr_outbound,1,0,55351.0,0,5,1,4,14.0,,2,1.0,C,0,12
logistics,UK,200-499,$1M-$10M,procurement_manager,manager,inbound_marketing,1,0,25000.0,18,0,8,10,14.0,3,0,0.0,C,1,21
logistics,US,2000+,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,16,0,14,2,14.0,3,1,0.0,A,1,11
manufacturing,UK,500-999,$10M-$50M,ap_manager,manager,sdr_outbound,0,0,55000.0,0,9,4,5,11.0,2,0,0.0,C,0,21
manufacturing,UK,1000-1999,$1M-$10M,it_director,individual_contributor,inbound_marketing,1,0,108065.0,16,0,11,5,14.0,2,2,2.0,A,0,17
manufacturing,US,500-999,$50M-$200M,ap_manager,vp,sdr_outbound,0,0,85000.0,0,10,5,5,14.0,3,0,4.0,C,0,14
professional_services,US,200-499,$50M-$200M,vp_finance,manager,partner_referral,1,1,85000.0,0,11,6,5,14.0,2,3,1.0,A,1,12
professional_services,UK,500-999,$10M-$50M,it_director,director,inbound_marketing,1,0,55000.0,18,0,15,3,14.0,1,2,6.0,B,1,10
professional_services,UK,500-999,$10M-$50M,it_director,manager,partner_referral,1,0,32286.0,0,18,9,9,13.0,5,3,0.0,A,0,29
professional_services,UK,1000-1999,$1M-$10M,procurement_manager,individual_contributor,inbound_marketing,0,0,25000.0,15,0,7,8,13.0,1,2,0.0,A,0,24
manufacturing,US,500-999,$50M-$200M,ap_manager,manager,sdr_outbound,1,1,85000.0,0,18,10,8,14.0,4,3,0.0,C,0,24
professional_services,US,1000-1999,$10M-$50M,procurement_manager,vp,partner_referral,1,0,55000.0,0,13,10,3,13.0,2,4,2.0,C,0,12
healthcare_non_clinical,UK,500-999,$1M-$10M,procurement_manager,manager,inbound_marketing,1,0,25000.0,16,0,8,8,14.0,4,3,0.0,A,0,10
logistics,US,200-499,$50M-$200M,procurement_manager,director,inbound_marketing,1,0,85000.0,16,0,8,8,14.0,5,3,0.0,C,1,24
manufacturing,UK,1000-1999,$10M-$50M,procurement_manager,vp,sdr_outbound,0,0,55000.0,0,8,7,1,14.0,5,1,0.0,C,1,18
healthcare_non_clinical,UK,500-999,$1M-$10M,it_director,manager,sdr_outbound,1,0,25000.0,0,9,5,4,14.0,2,2,3.0,C,0,9
professional_services,US,200-499,$50M-$200M,vp_finance,manager,inbound_marketing,1,0,85000.0,12,0,7,5,14.0,1,1,0.0,C,1,16
manufacturing,US,1000-1999,$10M-$50M,ap_manager,director,sdr_outbound,1,1,55000.0,0,16,6,10,14.0,2,3,0.0,A,1,14
professional_services,UK,1000-1999,$10M-$50M,vp_finance,individual_contributor,partner_referral,0,0,55000.0,0,7,7,0,14.0,1,0,12.0,B,0,0
manufacturing,US,200-499,$200M+,it_director,director,sdr_outbound,1,0,115887.0,0,10,6,4,13.0,1,2,0.0,B,0,5
healthcare_non_clinical,US,1000-1999,$1M-$10M,procurement_manager,individual_contributor,sdr_outbound,1,0,25000.0,0,2,2,0,11.0,,2,11.0,C,0,0
manufacturing,UK,500-999,$1M-$10M,ap_manager,manager,inbound_marketing,0,0,25000.0,11,0,8,3,14.0,2,0,0.0,A,0,19
logistics,US,500-999,$10M-$50M,vp_finance,vp,partner_referral,0,0,55000.0,0,17,13,4,14.0,3,1,0.0,B,1,21
professional_services,UK,2000+,$10M-$50M,it_director,individual_contributor,sdr_outbound,1,1,55000.0,0,13,8,5,14.0,3,2,2.0,C,0,0
manufacturing,US,500-999,$1M-$10M,it_director,director,inbound_marketing,0,0,25000.0,17,0,12,5,14.0,1,0,2.0,B,0,20
healthcare_non_clinical,UK,500-999,$200M+,ap_manager,manager,inbound_marketing,1,0,119972.0,15,0,14,1,14.0,1,1,6.0,A,0,0
healthcare_non_clinical,US,1000-1999,$10M-$50M,procurement_manager,director,inbound_marketing,1,0,55000.0,16,0,11,5,14.0,5,1,0.0,C,1,10
healthcare_non_clinical,US,2000+,$1M-$10M,it_director,individual_contributor,inbound_marketing,0,0,25000.0,3,0,3,0,14.0,0,0,11.0,A,0,0
logistics,US,200-499,$200M+,procurement_manager,director,sdr_outbound,1,0,118441.0,0,15,11,4,14.0,4,2,0.0,A,1,19
logistics,US,500-999,$1M-$10M,it_director,manager,sdr_outbound,0,0,25000.0,0,8,5,3,12.0,0,2,1.0,B,0,18
logistics,UK,500-999,$200M+,procurement_manager,individual_contributor,inbound_marketing,0,0,115526.0,21,0,14,7,14.0,1,0,2.0,A,0,0
healthcare_non_clinical,US,500-999,$10M-$50M,ap_manager,manager,inbound_marketing,0,0,55000.0,19,0,6,13,13.0,1,0,0.0,A,0,23
manufacturing,UK,200-499,$1M-$10M,vp_finance,director,partner_referral,0,0,25000.0,0,11,5,6,11.0,2,2,0.0,C,1,22
manufacturing,US,500-999,$1M-$10M,vp_finance,director,partner_referral,1,0,25000.0,0,10,3,7,10.0,3,3,0.0,A,0,11
healthcare_non_clinical,US,200-499,$200M+,procurement_manager,individual_contributor,sdr_outbound,0,0,117046.0,0,11,8,3,14.0,3,0,5.0,B,0,0
healthcare_non_clinical,UK,500-999,$10M-$50M,vp_finance,individual_contributor,sdr_outbound,1,0,55000.0,0,14,8,6,14.0,7,3,,A,0,16
logistics,US,1000-1999,$1M-$10M,ap_manager,manager,sdr_outbound,0,0,25000.0,0,0,0,0,,0,0,,A,0,0
healthcare_non_clinical,UK,500-999,$10M-$50M,ap_manager,vp,inbound_marketing,0,0,55000.0,17,0,11,6,14.0,5,2,2.0,B,0,16
